telemetry_id,asset_id,reading_ts,power_output_kw,temperature_c,vibration_mm_s,frequency_hz,status_code
AT0000076951,AST000053,2026-05-05 06:00:00,599.687,39.239,3.548,59.8770,NORMAL
AT0000076952,AST000053,2026-05-05 07:00:00,1244.610,35.438,1.728,59.9801,NORMAL
AT0000076953,AST000053,2026-05-05 08:00:00,787.373,41.811,1.528,59.9942,WARNING
AT0000076954,AST000053,2026-05-05 09:00:00,1208.968,41.832,2.975,60.0190,NORMAL
AT0000076955,AST000053,2026-05-05 10:00:00,926.901,44.558,2.808,60.0474,NORMAL
AT0000076956,AST000053,2026-05-05 11:00:00,816.438,32.821,2.179,59.9772,normal 
AT0000076957,AST000053,2026-05-05 12:00:00,1354.700,20.510,2.868,60.0475,normal 
AT0000076958,AST000053,2026-05-05 13:00:00,1015.629,46.702,3.839,59.9846,NORMAL
AT0000076959,AST000053,2026-05-05 14:00:00,936.786,37.667,1.456,59.9459,TRIP
AT0000076960,AST000053,2026-05-05 15:00:00,717.137,40.404,1.537,59.9885,WARNING
AT0000076961,AST000053,2026-05-05 16:00:00,891.178,28.198,1.925,59.9770,normal 
AT0000076962,AST000053,2026-05-05 17:00:00,687.195,38.819,3.753,59.9977,normal 
AT0000076963,AST000053,2026-05-05 18:00:00,1172.951,23.274,2.475,60.0502,WARNING
AT0000076964,AST000053,2026-05-05 19:00:00,907.194,28.730,1.285,60.0183,NORMAL
AT0000076965,AST000053,2026-05-05 20:00:00,739.534,31.166,3.855,60.0144,NORMAL
AT0000076966,AST000053,2026-05-05 21:00:00,946.711,30.527,5.683,59.9283,NORMAL
AT0000076967,AST000053,2026-05-05 22:00:00,1039.485,31.226,3.454,59.9584,NORMAL
AT0000076968,AST000053,2026-05-05 23:00:00,821.818,31.405,3.473,60.0206,NORMAL
AT0000076969,AST000053,2026-05-06 00:00:00,1060.457,33.446,4.510,59.9954,NORMAL
AT0000076970,AST000053,2026-05-06 01:00:00,831.412,32.518,3.061,59.9990,TRIP
AT0000076971,AST000053,2026-05-06 02:00:00,1595.772,36.195,4.295,59.9756,normal 
AT0000076972,AST000053,2026-05-06 03:00:00,1054.907,39.763,3.281,59.9797,WARNING
AT0000076973,AST000053,2026-05-06 04:00:00,905.482,39.235,3.107,60.0145,TRIP
AT0000076974,AST000053,2026-05-06 05:00:00,1171.692,36.208,2.545,59.9687,normal 
AT0000076975,AST000053,2026-05-06 06:00:00,746.951,41.268,2.550,59.9829,NORMAL
AT0000076976,AST000053,2026-05-06 07:00:00,786.424,41.437,3.276,60.0410,WARNING
AT0000076977,AST000053,2026-05-06 08:00:00,1157.959,38.335,1.805,60.0504,normal 
AT0000076978,AST000053,2026-05-06 09:00:00,887.272,37.186,3.728,60.0233,NORMAL
AT0000076979,AST000053,2026-05-06 10:00:00,964.331,23.865,4.767,60.0142,TRIP
AT0000076980,AST000053,2026-05-06 11:00:00,742.503,30.438,4.216,60.0012,normal 
AT0000076981,AST000053,2026-05-06 12:00:00,1333.305,32.276,2.439,60.0134,NORMAL
AT0000076982,AST000053,2026-05-06 13:00:00,1071.822,33.226,1.834,60.0267,NORMAL
AT0000076983,AST000053,2026-05-06 14:00:00,886.118,39.297,3.088,59.9096,normal 
AT0000076984,AST000053,2026-05-06 15:00:00,1065.425,35.885,3.735,60.0859,normal 
AT0000076985,AST000053,2026-05-06 16:00:00,1256.338,40.120,1.725,59.9951,NORMAL
AT0000076986,AST000053,2026-05-06 17:00:00,905.649,37.386,3.776,60.0442,TRIP
AT0000076987,AST000053,2026-05-06 18:00:00,610.423,31.173,3.257,60.0006,TRIP
AT0000076988,AST000053,2026-05-06 19:00:00,1056.725,30.896,2.884,59.9649,WARNING
AT0000076989,AST000053,2026-05-06 20:00:00,803.181,27.389,0.474,60.0606,normal 
AT0000076990,AST000053,2026-05-06 21:00:00,644.315,38.384,4.638,60.1124,NORMAL
AT0000076991,AST000053,2026-05-06 22:00:00,564.849,34.228,5.075,60.0214,normal 
AT0000076992,AST000053,2026-05-06 23:00:00,609.740,26.101,0.770,60.0386,NORMAL
AT0000076993,AST000053,2026-05-07 00:00:00,870.719,37.765,1.881,60.0146,NORMAL
AT0000076994,AST000053,2026-05-07 01:00:00,787.489,36.828,1.496,59.9930,WARNING
AT0000076995,AST000053,2026-05-07 02:00:00,486.210,42.041,3.530,59.9459,NORMAL
AT0000076996,AST000053,2026-05-07 03:00:00,865.246,32.013,2.566,59.9559,NORMAL
AT0000076997,AST000053,2026-05-07 04:00:00,1274.376,25.901,2.622,59.9901,WARNING
AT0000076998,AST000053,2026-05-07 05:00:00,971.143,37.214,3.049,59.9184,NORMAL
AT0000076999,AST000053,2026-05-07 06:00:00,196.549,25.356,3.465,60.0746,normal 
AT0000077000,AST000053,2026-05-07 07:00:00,895.707,36.730,2.121,60.0397,normal 
AT0000077001,AST000053,2026-05-07 08:00:00,1050.380,37.877,2.751,59.9804,NORMAL
AT0000077002,AST000053,2026-05-07 09:00:00,1267.760,21.937,3.124,60.0936,WARNING
AT0000077003,AST000053,2026-05-07 10:00:00,786.550,25.741,1.579,60.0422,NORMAL
AT0000077004,AST000053,2026-05-07 11:00:00,1103.704,44.515,1.235,59.9793,TRIP
AT0000077005,AST000053,2026-05-07 12:00:00,663.785,33.432,2.823,60.0253,TRIP
AT0000077006,AST000053,2026-05-07 13:00:00,1270.001,39.451,2.871,59.9529,WARNING
AT0000077007,AST000053,2026-05-07 14:00:00,921.337,34.002,2.289,59.9934,NORMAL
AT0000077008,AST000053,2026-05-07 15:00:00,866.082,22.994,5.373,60.0919,NORMAL
AT0000077009,AST000053,2026-05-07 16:00:00,936.428,27.024,4.357,60.0474,WARNING
AT0000077010,AST000053,2026-05-07 17:00:00,678.092,40.867,3.611,60.0287,WARNING
AT0000077011,AST000053,2026-05-07 18:00:00,1008.873,28.055,3.353,60.0324,WARNING
AT0000077012,AST000053,2026-05-07 19:00:00,836.273,40.125,1.775,59.9775,NORMAL
AT0000077013,AST000053,2026-05-07 20:00:00,768.687,32.845,4.557,59.9827,NORMAL
AT0000077014,AST000053,2026-05-07 21:00:00,729.449,40.432,3.415,60.0307,NORMAL
AT0000077015,AST000053,2026-05-07 22:00:00,885.564,38.826,2.963,59.9423,TRIP
AT0000077016,AST000053,2026-05-07 23:00:00,890.004,42.526,2.853,60.0257,NORMAL
AT0000077017,AST000053,2026-05-08 00:00:00,1018.399,22.334,0.811,59.9610,normal 
AT0000077018,AST000053,2026-05-08 01:00:00,673.912,21.998,1.797,60.0377,TRIP
AT0000077019,AST000053,2026-05-08 02:00:00,617.961,35.631,2.650,59.9965,normal 
AT0000077020,AST000053,2026-05-08 03:00:00,813.829,28.692,2.541,59.9864,NORMAL
AT0000077021,AST000053,2026-05-08 04:00:00,1140.625,32.673,2.459,60.0237,normal 
AT0000077022,AST000053,2026-05-08 05:00:00,817.882,38.983,4.394,59.9739,normal 
AT0000077023,AST000053,2026-05-08 06:00:00,893.890,37.811,2.678,60.0284,WARNING
AT0000077024,AST000053,2026-05-08 07:00:00,484.763,29.461,2.531,59.9600,normal 
AT0000077025,AST000053,2026-05-08 08:00:00,1009.841,34.840,3.392,60.0733,NORMAL
AT0000077026,AST000053,2026-05-08 09:00:00,1254.486,35.823,3.576,59.9963,WARNING
AT0000077027,AST000053,2026-05-08 10:00:00,1001.213,27.872,2.692,59.9535,normal 
AT0000077028,AST000053,2026-05-08 11:00:00,825.061,23.521,2.868,59.9860,NORMAL
AT0000077029,AST000053,2026-05-08 12:00:00,1009.711,35.776,1.899,60.0648,NORMAL
AT0000077030,AST000053,2026-05-08 13:00:00,970.601,23.792,3.246,59.9435,NORMAL
AT0000077031,AST000053,2026-05-08 14:00:00,1249.601,42.736,3.125,59.9528,NORMAL
AT0000077032,AST000053,2026-05-08 15:00:00,720.988,20.522,2.977,59.9852,NORMAL
AT0000077033,AST000053,2026-05-08 16:00:00,1081.457,36.222,2.535,59.9923,NORMAL
AT0000077034,AST000053,2026-05-08 17:00:00,1026.144,24.948,2.452,60.0030,NORMAL
AT0000077035,AST000053,2026-05-08 18:00:00,1475.692,26.350,3.940,60.1267,NORMAL
AT0000077036,AST000053,2026-05-08 19:00:00,1028.705,34.515,2.933,59.9844,WARNING
AT0000077037,AST000053,2026-05-08 20:00:00,962.917,39.691,3.824,60.0055,NORMAL
AT0000077038,AST000053,2026-05-08 21:00:00,1068.304,45.063,3.935,60.0649,WARNING
AT0000077039,AST000053,2026-05-08 22:00:00,781.545,30.498,3.188,59.9335,NORMAL
AT0000077040,AST000053,2026-05-08 23:00:00,968.313,43.950,2.600,59.9861,NORMAL
AT0000077041,AST000053,2026-05-09 00:00:00,981.975,29.260,4.077,60.0708,normal 
AT0000077042,AST000053,2026-05-09 01:00:00,1193.155,35.270,1.625,59.9955,NORMAL
AT0000077043,AST000053,2026-05-09 02:00:00,630.720,46.520,1.161,59.9972,NORMAL
AT0000077044,AST000053,2026-05-09 03:00:00,1113.799,39.442,2.388,60.0682,WARNING
AT0000077045,AST000053,2026-05-09 04:00:00,1106.889,39.444,2.145,59.9979,NORMAL
AT0000077046,AST000053,2026-05-09 05:00:00,1427.727,30.262,2.399,59.9491,TRIP
AT0000077047,AST000053,2026-05-09 06:00:00,732.496,50.953,2.410,60.1078,NORMAL
AT0000077048,AST000053,2026-05-09 07:00:00,1010.887,29.376,3.040,60.0313,TRIP
AT0000077049,AST000053,2026-05-09 08:00:00,771.031,36.036,1.126,59.9587,NORMAL
AT0000077050,AST000053,2026-05-09 09:00:00,936.449,36.908,2.218,59.9936,NORMAL
AT0000077051,AST000053,2026-05-09 10:00:00,947.583,33.361,2.682,60.0122,WARNING
AT0000077052,AST000053,2026-05-09 11:00:00,786.710,39.446,0.719,59.8893,WARNING
AT0000077053,AST000053,2026-05-09 12:00:00,1042.777,31.468,2.916,60.1007,normal 
AT0000077054,AST000053,2026-05-09 13:00:00,816.786,25.346,1.683,60.0395,normal 
AT0000077055,AST000053,2026-05-09 14:00:00,915.542,42.287,1.130,60.0081,TRIP
AT0000077056,AST000053,2026-05-09 15:00:00,869.295,43.319,2.701,60.0104,TRIP
AT0000077057,AST000053,2026-05-09 16:00:00,535.028,38.959,2.588,59.9403,TRIP
AT0000077058,AST000053,2026-05-09 17:00:00,1035.935,30.046,2.774,60.0377,NORMAL
AT0000077059,AST000053,2026-05-09 18:00:00,958.463,28.422,2.305,60.0689,NORMAL
AT0000077060,AST000053,2026-05-09 19:00:00,1137.553,30.695,4.941,59.9715,normal 
AT0000077061,AST000053,2026-05-09 20:00:00,583.157,35.307,2.332,60.0182,normal 
AT0000077062,AST000053,2026-05-09 21:00:00,925.408,47.555,4.191,59.9770,NORMAL
AT0000077063,AST000053,2026-05-09 22:00:00,1106.034,37.383,3.446,59.9840,NORMAL
AT0000077064,AST000053,2026-05-09 23:00:00,1174.913,30.387,2.854,59.9894,normal 
AT0000077065,AST000053,2026-05-10 00:00:00,1103.023,49.665,2.820,59.9246,NORMAL
AT0000077066,AST000053,2026-05-10 01:00:00,1147.588,30.232,3.522,59.9586,NORMAL
AT0000077067,AST000053,2026-05-10 02:00:00,903.236,39.977,4.071,59.9531,normal 
AT0000077068,AST000053,2026-05-10 03:00:00,1063.723,28.940,1.953,60.0320,NORMAL
AT0000077069,AST000053,2026-05-10 04:00:00,787.330,32.940,0.957,60.0484,normal 
AT0000077070,AST000053,2026-05-10 05:00:00,728.041,28.522,4.269,60.0312,NORMAL
AT0000077071,AST000053,2026-05-10 06:00:00,854.192,37.039,4.091,60.0691,NORMAL
AT0000077072,AST000053,2026-05-10 07:00:00,762.246,36.620,4.515,60.0050,NORMAL
AT0000077073,AST000053,2026-05-10 08:00:00,954.564,29.897,2.482,59.9325,NORMAL
AT0000077074,AST000053,2026-05-10 09:00:00,1001.886,32.966,2.709,60.0039,TRIP
AT0000077075,AST000053,2026-05-10 10:00:00,1036.041,37.106,3.665,60.0882,WARNING
AT0000077076,AST000053,2026-05-10 11:00:00,1076.347,25.739,3.390,59.9988,WARNING
AT0000077077,AST000053,2026-05-10 12:00:00,963.104,46.839,3.647,59.9673,NORMAL
AT0000077078,AST000053,2026-05-10 13:00:00,858.558,33.016,2.670,60.0574,normal 
AT0000077079,AST000053,2026-05-10 14:00:00,686.485,35.990,3.035,59.9812,normal 
AT0000077080,AST000053,2026-05-10 15:00:00,355.005,41.678,3.570,59.9525,normal 
AT0000077081,AST000053,2026-05-10 16:00:00,774.391,39.518,2.012,59.9803,WARNING
AT0000077082,AST000053,2026-05-10 17:00:00,1141.757,35.322,3.184,59.9631,NORMAL
AT0000077083,AST000053,2026-05-10 18:00:00,1062.927,31.205,3.865,60.0564,TRIP
AT0000077084,AST000053,2026-05-10 19:00:00,1003.659,41.932,2.878,59.9682,normal 
AT0000077085,AST000053,2026-05-10 20:00:00,808.156,28.727,4.202,59.9284,NORMAL
AT0000077086,AST000053,2026-05-10 21:00:00,956.204,43.575,4.162,60.0393,normal 
AT0000077087,AST000053,2026-05-10 22:00:00,471.908,30.466,2.548,60.1171,NORMAL
AT0000077088,AST000053,2026-05-10 23:00:00,493.270,31.514,2.498,59.9955,TRIP
AT0000077089,AST000053,2026-05-11 00:00:00,784.425,30.673,2.961,60.0941,TRIP
AT0000077090,AST000053,2026-05-11 01:00:00,1172.651,34.342,2.551,60.0036,NORMAL
AT0000077091,AST000053,2026-05-11 02:00:00,941.424,32.813,3.181,59.9555,NORMAL
AT0000077092,AST000053,2026-05-11 03:00:00,1287.268,33.211,2.795,60.0313,TRIP
AT0000077093,AST000053,2026-05-11 04:00:00,786.502,26.049,1.226,60.0612,normal 
AT0000077094,AST000053,2026-05-11 05:00:00,752.413,25.722,2.133,60.0157,NORMAL
AT0000077095,AST000053,2026-05-11 06:00:00,831.362,30.719,2.277,60.0591,normal 
AT0000077096,AST000053,2026-05-11 07:00:00,1396.208,39.019,3.561,59.9709,WARNING
AT0000077097,AST000053,2026-05-11 08:00:00,643.792,36.934,2.849,60.0402,normal 
AT0000077098,AST000053,2026-05-11 09:00:00,780.376,44.649,3.675,59.9186,NORMAL
AT0000077099,AST000053,2026-05-11 10:00:00,1032.649,38.913,3.319,60.0288,TRIP
AT0000077100,AST000053,2026-05-11 11:00:00,972.868,35.872,3.363,59.9982,TRIP
AT0000077101,AST000053,2026-05-11 12:00:00,862.916,29.151,3.960,59.9821,NORMAL
AT0000077102,AST000053,2026-05-11 13:00:00,765.396,35.272,2.653,59.9755,TRIP
AT0000077103,AST000053,2026-05-11 14:00:00,917.461,31.572,2.721,59.9362,NORMAL
AT0000077104,AST000053,2026-05-11 15:00:00,1051.186,41.684,3.608,59.9706,NORMAL
AT0000077105,AST000053,2026-05-11 16:00:00,990.724,29.695,0.893,60.0496,NORMAL
AT0000077106,AST000053,2026-05-11 17:00:00,864.040,37.542,1.926,60.0359,normal 
AT0000077107,AST000053,2026-05-11 18:00:00,555.434,31.361,2.673,59.9854,NORMAL
AT0000077108,AST000053,2026-05-11 19:00:00,878.140,36.195,3.231,59.9459,WARNING
AT0000077109,AST000053,2026-05-11 20:00:00,1116.516,33.825,3.406,60.0013,NORMAL
AT0000077110,AST000053,2026-05-11 21:00:00,693.752,36.391,3.333,60.0092,NORMAL
AT0000077111,AST000053,2026-05-11 22:00:00,1082.126,38.954,3.911,59.9949,NORMAL
AT0000077112,AST000053,2026-05-11 23:00:00,645.375,34.292,3.491,59.9143,NORMAL
AT0000077113,AST000053,2026-05-12 00:00:00,1034.703,38.220,2.142,60.0348,NORMAL
AT0000077114,AST000053,2026-05-12 01:00:00,757.068,39.763,2.639,59.9925,NORMAL
AT0000077115,AST000053,2026-05-12 02:00:00,712.588,35.398,3.152,59.9633,WARNING
AT0000077116,AST000053,2026-05-12 03:00:00,793.089,30.807,3.599,59.8853,NORMAL
AT0000077117,AST000053,2026-05-12 04:00:00,515.134,24.956,1.253,60.0520,WARNING
AT0000077118,AST000053,2026-05-12 05:00:00,724.610,46.719,0.205,60.0410,normal 
AT0000077119,AST000053,2026-05-12 06:00:00,862.628,39.102,2.464,60.0377,normal 
AT0000077120,AST000053,2026-05-12 07:00:00,1112.820,38.830,2.697,59.9519,NORMAL
AT0000077121,AST000053,2026-05-12 08:00:00,983.038,34.987,3.398,59.9680,WARNING
AT0000077122,AST000053,2026-05-12 09:00:00,956.755,22.260,2.770,60.0060,NORMAL
AT0000077123,AST000053,2026-05-12 10:00:00,968.556,30.195,0.816,60.0282,TRIP
AT0000077124,AST000053,2026-05-12 11:00:00,768.227,34.545,2.572,60.0419,TRIP
AT0000077125,AST000053,2026-05-12 12:00:00,1281.302,42.573,3.643,60.0408,NORMAL
AT0000077126,AST000053,2026-05-12 13:00:00,816.012,33.297,2.533,60.0074,NORMAL
AT0000077127,AST000053,2026-05-12 14:00:00,707.785,45.312,2.864,59.9890,TRIP
AT0000077128,AST000053,2026-05-12 15:00:00,916.571,41.801,2.507,59.9996,NORMAL
AT0000077129,AST000053,2026-05-12 16:00:00,1371.908,28.293,1.926,60.0222,TRIP
AT0000077130,AST000053,2026-05-12 17:00:00,996.945,32.297,3.722,60.0548,TRIP
AT0000077131,AST000053,2026-05-12 18:00:00,756.126,45.317,2.274,59.9474,NORMAL
AT0000077132,AST000053,2026-05-12 19:00:00,1020.258,30.284,3.540,59.9989,WARNING
AT0000077133,AST000053,2026-05-12 20:00:00,1260.199,37.825,3.516,60.0305,NORMAL
AT0000077134,AST000053,2026-05-12 21:00:00,331.526,40.998,3.801,59.9467,normal 
AT0000077135,AST000053,2026-05-12 22:00:00,849.809,25.168,2.486,59.9605,normal 
AT0000077136,AST000053,2026-05-12 23:00:00,1059.822,34.562,3.841,59.9877,WARNING
AT0000077137,AST000053,2026-05-13 00:00:00,1200.447,33.115,2.616,60.0456,WARNING
AT0000077138,AST000053,2026-05-13 01:00:00,853.726,34.546,3.514,59.9719,normal 
AT0000077139,AST000053,2026-05-13 02:00:00,810.389,31.224,3.436,60.0365,NORMAL
AT0000077140,AST000053,2026-05-13 03:00:00,776.957,32.632,2.432,60.0910,TRIP
AT0000077141,AST000053,2026-05-13 04:00:00,852.949,41.525,2.479,60.0681,NORMAL
AT0000077142,AST000053,2026-05-13 05:00:00,827.863,34.477,2.896,60.0230,NORMAL
AT0000077143,AST000053,2026-05-13 06:00:00,1157.330,28.997,2.970,60.0167,NORMAL
AT0000077144,AST000053,2026-05-13 07:00:00,1285.697,31.036,2.186,59.9637,normal 
AT0000077145,AST000053,2026-05-13 08:00:00,655.960,39.933,1.930,60.0686,NORMAL
AT0000077146,AST000053,2026-05-13 09:00:00,948.699,41.543,1.946,60.0789,NORMAL
AT0000077147,AST000053,2026-05-13 10:00:00,880.648,33.338,1.514,59.9742,NORMAL
AT0000077148,AST000053,2026-05-13 11:00:00,670.992,28.725,4.690,60.0270,TRIP
AT0000077149,AST000053,2026-05-13 12:00:00,926.067,31.929,2.799,60.0430,NORMAL
AT0000077150,AST000053,2026-05-13 13:00:00,1199.828,29.821,4.244,60.0764,NORMAL
AT0000077151,AST000053,2026-05-13 14:00:00,760.998,34.168,4.454,60.0064,normal 
AT0000077152,AST000053,2026-05-13 15:00:00,1100.676,34.279,3.751,59.9896,normal 
AT0000077153,AST000053,2026-05-13 16:00:00,824.263,35.401,2.426,59.9280,TRIP
AT0000077154,AST000053,2026-05-13 17:00:00,701.520,34.193,2.499,59.9913,normal 
AT0000077155,AST000053,2026-05-13 18:00:00,972.963,42.374,2.558,60.0498,NORMAL
AT0000077156,AST000053,2026-05-13 19:00:00,521.657,39.113,2.337,60.0078,TRIP
AT0000077157,AST000053,2026-05-13 20:00:00,717.649,31.466,3.812,59.9737,WARNING
AT0000077158,AST000053,2026-05-13 21:00:00,952.798,31.456,3.341,59.9091,NORMAL
AT0000077159,AST000053,2026-05-13 22:00:00,1212.360,32.950,1.104,60.0130,NORMAL
AT0000077160,AST000053,2026-05-13 23:00:00,1251.933,29.469,2.671,60.0857,normal 
AT0000077161,AST000053,2026-05-14 00:00:00,781.187,42.192,3.127,59.9796,WARNING
AT0000077162,AST000053,2026-05-14 01:00:00,766.901,33.127,1.488,60.0632,NORMAL
AT0000077163,AST000053,2026-05-14 02:00:00,1310.323,33.464,2.888,59.9030,NORMAL
AT0000077164,AST000053,2026-05-14 03:00:00,303.716,36.572,2.231,60.0079,NORMAL
AT0000077165,AST000053,2026-05-14 04:00:00,1359.651,36.575,3.233,60.0595,TRIP
AT0000077166,AST000053,2026-05-14 05:00:00,531.140,35.613,3.375,59.9727,NORMAL
AT0000077167,AST000053,2026-05-14 06:00:00,857.566,39.485,1.842,59.9433,normal 
AT0000077168,AST000053,2026-05-14 07:00:00,709.802,33.746,1.094,60.0095,WARNING
AT0000077169,AST000053,2026-05-14 08:00:00,984.306,39.012,3.203,59.9907,TRIP
AT0000077170,AST000053,2026-05-14 09:00:00,786.901,33.374,2.338,59.9510,WARNING
AT0000077171,AST000053,2026-05-14 10:00:00,907.524,36.929,3.453,60.0167,NORMAL
AT0000077172,AST000053,2026-05-14 11:00:00,867.106,33.921,3.731,59.9208,TRIP
AT0000077173,AST000053,2026-05-14 12:00:00,894.430,38.072,3.104,59.9645,NORMAL
AT0000077174,AST000053,2026-05-14 13:00:00,1083.475,37.950,4.664,60.1471,NORMAL
AT0000077175,AST000053,2026-05-14 14:00:00,1031.442,44.328,2.389,60.0911,TRIP
AT0000077176,AST000053,2026-05-14 15:00:00,1064.670,42.545,4.257,60.0067,TRIP
AT0000077177,AST000053,2026-05-14 16:00:00,702.913,25.675,4.475,59.9219,NORMAL
AT0000077178,AST000053,2026-05-14 17:00:00,1072.581,28.630,1.949,60.0398,NORMAL
AT0000077179,AST000053,2026-05-14 18:00:00,696.507,25.142,1.496,60.0574,normal 
AT0000077180,AST000053,2026-05-14 19:00:00,1005.215,33.738,3.000,59.9852,TRIP
AT0000077181,AST000053,2026-05-14 20:00:00,913.078,30.395,1.818,59.9244,WARNING
AT0000077182,AST000053,2026-05-14 21:00:00,865.333,44.935,4.249,60.0076,NORMAL
AT0000077183,AST000053,2026-05-14 22:00:00,748.017,34.030,3.563,59.9958,NORMAL
AT0000077184,AST000053,2026-05-14 23:00:00,683.475,36.278,3.767,60.0074,WARNING
AT0000077185,AST000053,2026-05-15 00:00:00,905.373,43.515,2.787,59.9784,TRIP
AT0000077186,AST000053,2026-05-15 01:00:00,804.951,28.960,4.471,59.9690,NORMAL
AT0000077187,AST000053,2026-05-15 02:00:00,617.963,35.510,3.393,60.0010,NORMAL
AT0000077188,AST000053,2026-05-15 03:00:00,499.589,29.014,2.996,60.0387,NORMAL
AT0000077189,AST000053,2026-05-15 04:00:00,840.485,29.060,3.324,60.0239,TRIP
AT0000077190,AST000053,2026-05-15 05:00:00,946.142,41.342,4.522,60.0871,normal 
AT0000077191,AST000053,2026-05-15 06:00:00,967.064,35.969,1.821,59.9343,WARNING
AT0000077192,AST000053,2026-05-15 07:00:00,854.110,37.752,3.255,60.0046,WARNING
AT0000077193,AST000053,2026-05-15 08:00:00,913.426,26.660,1.838,59.9308,normal 
AT0000077194,AST000053,2026-05-15 09:00:00,826.806,35.997,2.282,60.0360,WARNING
AT0000077195,AST000053,2026-05-15 10:00:00,925.314,35.967,2.314,60.0075,normal 
AT0000077196,AST000053,2026-05-15 11:00:00,520.229,32.500,2.589,59.9621,TRIP
AT0000077197,AST000053,2026-05-15 12:00:00,659.588,35.173,2.789,60.0004,TRIP
AT0000077198,AST000053,2026-05-15 13:00:00,1450.634,41.289,2.744,59.9166,normal 
AT0000077199,AST000053,2026-05-15 14:00:00,649.167,26.394,2.237,60.0638,NORMAL
AT0000077200,AST000053,2026-05-15 15:00:00,1167.530,39.776,3.261,60.0197,TRIP
AT0000077201,AST000053,2026-05-15 16:00:00,823.581,43.702,2.319,60.0240,NORMAL
AT0000077202,AST000053,2026-05-15 17:00:00,905.416,39.837,4.411,60.0493,NORMAL
AT0000077203,AST000053,2026-05-15 18:00:00,832.114,34.640,3.067,59.9746,TRIP
AT0000077204,AST000053,2026-05-15 19:00:00,611.232,46.868,3.116,60.0403,NORMAL
AT0000077205,AST000053,2026-05-15 20:00:00,1045.741,37.634,2.677,60.0945,WARNING
AT0000077206,AST000053,2026-05-15 21:00:00,1108.621,39.168,4.131,60.0233,NORMAL
AT0000077207,AST000053,2026-05-15 22:00:00,699.882,29.543,5.780,60.0615,NORMAL
AT0000077208,AST000053,2026-05-15 23:00:00,727.887,30.387,3.465,60.0382,NORMAL
AT0000077209,AST000053,2026-05-16 00:00:00,1104.857,39.247,3.773,60.1034,WARNING
AT0000077210,AST000053,2026-05-16 01:00:00,1321.438,33.817,2.701,59.9824,TRIP
AT0000077211,AST000053,2026-05-16 02:00:00,534.282,40.234,2.096,59.9543,normal 
AT0000077212,AST000053,2026-05-16 03:00:00,878.675,38.062,2.011,60.0810,NORMAL
AT0000077213,AST000053,2026-05-16 04:00:00,1245.868,35.767,1.749,60.0306,normal 
AT0000077214,AST000053,2026-05-16 05:00:00,1147.382,25.845,2.385,59.9772,NORMAL
AT0000077215,AST000053,2026-05-16 06:00:00,1498.407,40.975,2.735,59.9901,NORMAL
AT0000077216,AST000053,2026-05-16 07:00:00,902.789,34.730,2.364,59.9830,WARNING
AT0000077217,AST000053,2026-05-16 08:00:00,736.416,23.016,3.293,60.0212,NORMAL
AT0000077218,AST000053,2026-05-16 09:00:00,826.978,34.266,1.668,59.9366,TRIP
AT0000077219,AST000053,2026-05-16 10:00:00,1189.730,35.297,4.050,59.9395,WARNING
