event_id,shipment_id,event_ts,event_type,event_location,event_notes,_bronze_loaded_at_utc,_source_file
SE0000003958,SHP00000880,2026-04-11 20:36:00,Departed Warehouse,Atlanta DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003959,SHP00000880,2026-04-11 06:36:00,Exception,Boston Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003960,SHP00000880,2026-04-12 10:36:00,Out for Delivery,Phoenix DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003961,SHP00000881,2026-05-07 15:18:00,Departed Warehouse,Guadalajara Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003962,SHP00000881,2026-05-07 20:18:00,Picked,Guadalajara Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003963,SHP00000881,2026-05-08 19:18:00,Packed,Vancouver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003964,SHP00000881,2026-05-11 00:18:00,Out for Delivery,Boston Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003965,SHP00000881,2026-05-12 11:18:00,Exception,Miami DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003966,SHP00000881,2026-05-12 15:18:00,Arrived Hub,Vancouver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003967,SHP00000882,2026-03-12 06:29:00,Out for Delivery,Seattle Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003968,SHP00000882,2026-03-12 19:29:00,Delivered,Atlanta Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003969,SHP00000882,2026-03-13 16:29:00,Departed Warehouse,Atlanta Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003970,SHP00000882,2026-03-13 09:29:00,Packed,Guadalajara Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003971,SHP00000882,2026-03-13 14:29:00,Exception,Guadalajara Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003972,SHP00000883,2026-03-28 21:58:00,Packed,Vancouver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003973,SHP00000883,2026-03-29 21:58:00,Picked,Seattle Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003974,SHP00000883,2026-03-29 23:58:00,Departed Warehouse,Seattle Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003975,SHP00000883,2026-03-31 09:58:00,Arrived Hub,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003976,SHP00000883,2026-04-02 09:58:00,Out for Delivery,Vancouver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003977,SHP00000884,2026-03-07 17:21:00,Picked,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003978,SHP00000884,2026-03-08 06:21:00,Exception,Phoenix DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003979,SHP00000884,2026-03-10 05:21:00,Packed,Vancouver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003980,SHP00000884,2026-03-09 14:21:00,Departed Warehouse,Seattle Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003981,SHP00000884,2026-03-08 09:21:00,Delivered,Guadalajara DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003982,SHP00000885,2026-03-26 08:47:00,Exception,Seattle Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003983,SHP00000885,2026-03-27 08:47:00,Picked,Vancouver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003984,SHP00000885,2026-03-27 08:47:00,Delivered,Miami DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003985,SHP00000885,2026-03-29 17:47:00,Packed,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003986,SHP00000885,2026-03-30 04:47:00,Out for Delivery,Guadalajara Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003987,SHP00000885,2026-03-31 23:47:00,Arrived Hub,Atlanta Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003988,SHP00000886,2026-05-01 10:34:00,Arrived Hub,Guadalajara DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003989,SHP00000886,2026-05-02 08:34:00,Delivered,Phoenix DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003990,SHP00000886,2026-05-01 22:34:00,Out for Delivery,Guadalajara Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003991,SHP00000886,2026-05-04 04:34:00,Picked,Miami DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003992,SHP00000886,2026-05-06 06:34:00,Packed,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003993,SHP00000886,2026-05-03 22:34:00,Exception,Guadalajara Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003994,SHP00000887,2026-01-14 04:41:00,Exception,Denver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003995,SHP00000887,2026-01-15 00:41:00,Arrived Hub,Miami Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003996,SHP00000887,2026-01-16 06:41:00,Packed,Miami DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003997,SHP00000887,2026-01-16 07:41:00,Out for Delivery,Chicago DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003998,SHP00000888,2026-02-25 10:56:00,Arrived Hub,Miami Fulfillment,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000003999,SHP00000888,2026-02-26 04:56:00,Departed Warehouse,Seattle Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004000,SHP00000888,2026-02-25 22:56:00,Out for Delivery,Seattle Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004001,SHP00000888,2026-02-28 01:56:00,Packed,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004002,SHP00000889,2026-04-09 09:12:00,Arrived Hub,Seattle Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004003,SHP00000889,2026-04-09 21:12:00,Out for Delivery,Vancouver Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004004,SHP00000889,2026-04-09 19:12:00,Picked,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004005,SHP00000889,2026-04-11 21:12:00,Exception,Miami DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004006,SHP00000889,2026-04-10 21:12:00,Packed,Chicago DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004007,SHP00000889,2026-04-14 14:12:00,Departed Warehouse,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004008,SHP00000890,2026-05-30 21:56:00,Arrived Hub,Monterrey Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004009,SHP00000890,2026-05-31 11:56:00,Packed,Seattle Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004010,SHP00000890,2026-06-01 07:56:00,Delivered,Guadalajara DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004011,SHP00000890,2026-05-31 09:56:00,Picked,Miami Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004012,SHP00000890,2026-06-02 01:56:00,Departed Warehouse,Seattle Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004013,SHP00000890,2026-06-03 05:56:00,Out for Delivery,Denver Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004014,SHP00000891,2026-03-21 07:26:00,Arrived Hub,Atlanta DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004015,SHP00000891,2026-03-22 10:26:00,Exception,Vancouver Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004016,SHP00000891,2026-03-23 19:26:00,Packed,Phoenix DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004017,SHP00000891,2026-03-24 13:26:00,Picked,Guadalajara DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004018,SHP00000892,2026-04-23 02:54:00,Exception,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004019,SHP00000892,2026-04-23 14:54:00,Out for Delivery,Vancouver DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004020,SHP00000892,2026-04-23 20:54:00,Departed Warehouse,Chicago DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004021,SHP00000892,2026-04-23 23:54:00,Delivered,Vancouver Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004022,SHP00000892,2026-04-23 22:54:00,Arrived Hub,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004023,SHP00000892,2026-04-29 03:54:00,Picked,Phoenix DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004024,SHP00000893,2026-02-23 11:27:00,Arrived Hub,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004025,SHP00000893,2026-02-23 16:27:00,Delivered,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004026,SHP00000893,2026-02-25 01:27:00,Out for Delivery,Miami Fulfillment,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004027,SHP00000893,2026-02-27 05:27:00,Departed Warehouse,Denver Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004028,SHP00000893,2026-02-26 11:27:00,Packed,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004029,SHP00000894,2026-01-19 10:39:00,Out for Delivery,Boston Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004030,SHP00000894,2026-01-20 16:39:00,Delivered,Guadalajara DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004031,SHP00000894,2026-01-21 12:39:00,Exception,Guadalajara DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004032,SHP00000895,2026-02-04 10:55:00,Delivered,Phoenix DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004033,SHP00000895,2026-02-05 00:55:00,Arrived Hub,Vancouver Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004034,SHP00000895,2026-02-06 10:55:00,Departed Warehouse,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004035,SHP00000896,2026-02-28 12:52:00,Departed Warehouse,Miami DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004036,SHP00000896,2026-03-01 13:52:00,Picked,Atlanta DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004037,SHP00000896,2026-03-02 18:52:00,Delivered,Miami DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004038,SHP00000897,2026-04-03 01:03:00,Exception,Miami Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004039,SHP00000897,2026-04-03 07:03:00,Departed Warehouse,Chicago DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004040,SHP00000897,2026-04-05 07:03:00,Arrived Hub,Guadalajara Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004041,SHP00000897,2026-04-06 16:03:00,Picked,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004042,SHP00000897,2026-04-04 17:03:00,Delivered,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004043,SHP00000898,2026-01-27 02:22:00,Arrived Hub,Phoenix DC,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004044,SHP00000898,2026-01-27 10:22:00,Packed,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004045,SHP00000898,2026-01-27 14:22:00,Picked,Vancouver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004046,SHP00000898,2026-01-29 20:22:00,Delivered,Denver Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004047,SHP00000899,2026-03-15 09:25:00,Delivered,Chicago DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004048,SHP00000899,2026-03-16 13:25:00,Picked,Vancouver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004049,SHP00000899,2026-03-16 05:25:00,Packed,Guadalajara Hub,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004050,SHP00000899,2026-03-16 18:25:00,Out for Delivery,Boston Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004051,SHP00000899,2026-03-17 21:25:00,Departed Warehouse,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004052,SHP00000900,2026-05-04 14:10:00,Packed,Guadalajara Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004053,SHP00000900,2026-05-05 06:10:00,Picked,Miami Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004054,SHP00000900,2026-05-05 16:10:00,Delivered,Vancouver Crossdock,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004055,SHP00000901,2026-02-09 00:28:00,Departed Warehouse,Atlanta Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004056,SHP00000901,2026-02-10 00:28:00,Out for Delivery,Boston Hub,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004057,SHP00000901,2026-02-09 14:28:00,Exception,Chicago DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004058,SHP00000901,2026-02-10 21:28:00,Picked,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004059,SHP00000901,2026-02-11 12:28:00,Packed,Denver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004060,SHP00000902,2026-02-21 21:14:00,Arrived Hub,Phoenix DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004061,SHP00000902,2026-02-22 20:14:00,Picked,Denver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004062,SHP00000902,2026-02-22 19:14:00,Exception,Vancouver Hub,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004063,SHP00000902,2026-02-25 00:14:00,Out for Delivery,Atlanta Crossdock,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004064,SHP00000902,2026-02-23 09:14:00,Departed Warehouse,Monterrey Fulfillment,Delay due to weather,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004065,SHP00000902,2026-02-25 00:14:00,Packed,Phoenix DC,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004066,SHP00000903,2026-01-13 01:01:00,Picked,Guadalajara Crossdock,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004067,SHP00000903,2026-01-13 20:01:00,Exception,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004068,SHP00000903,2026-01-14 17:01:00,Delivered,Denver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004069,SHP00000904,2026-01-19 09:10:00,Exception,Atlanta DC,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004070,SHP00000904,2026-01-20 03:10:00,Departed Warehouse,Guadalajara DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004071,SHP00000904,2026-01-21 11:10:00,Delivered,Vancouver DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004072,SHP00000905,2026-03-07 00:27:00,Picked,Phoenix DC,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004073,SHP00000905,2026-03-07 17:27:00,Exception,Guadalajara Fulfillment,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004074,SHP00000905,2026-03-07 12:27:00,Delivered,Denver Hub,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004075,SHP00000905,2026-03-09 03:27:00,Departed Warehouse,Guadalajara DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004076,SHP00000905,2026-03-08 12:27:00,Packed,Phoenix DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004077,SHP00000905,2026-03-08 06:27:00,Arrived Hub,Vancouver Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004078,SHP00000906,2026-05-12 22:16:00,Out for Delivery,Boston Hub,OK,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004079,SHP00000906,2026-05-14 04:16:00,Departed Warehouse,Vancouver Crossdock,Capacity issue,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004080,SHP00000906,2026-05-14 02:16:00,Packed,Vancouver DC,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004081,SHP00000906,2026-05-16 07:16:00,Exception,Guadalajara Crossdock,,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
SE0000004082,SHP00000906,2026-05-17 22:16:00,Picked,Seattle Fulfillment,Scanned,2026-06-20T05:01:24.164239+00:00,data/raw/transactions/shipment_events.csv
